Slide, Region, Positive, Count, Positivity
CaseKI67_0062,light_zone,6689,8271,0.8087292951
CaseKI67_0062,dark_zone,2589,2741,0.9445457862
CaseKI67_0062,mantle,1904,10296,0.1849261849
CaseKI67_0063,germinal_center,30366,37569,0.8082727781
CaseKI67_0063,light_zone,9962,13822,0.7207350600
CaseKI67_0063,dark_zone,15033,16696,0.9003953043
CaseKI67_0063,mantle,3352,20594,0.1627658541
CaseKI67_0065,germinal_center,65400,76370,0.8563572083
CaseKI67_0065,light_zone,24717,31314,0.7893274574
CaseKI67_0065,dark_zone,27108,28949,0.9364054026
CaseKI67_0065,mantle,5154,38000,0.1356315789
CaseKI67_0066,germinal_center,68162,78236,0.8712357482
CaseKI67_0066,light_zone,24701,30900,0.7993851133
CaseKI67_0066,dark_zone,34701,36925,0.9397698037
CaseKI67_0066,mantle,9050,64316,0.1407114870
CaseKI67_0067,germinal_center,84557,102482,0.8250912355
CaseKI67_0067,light_zone,35600,46748,0.7615299050
CaseKI67_0067,dark_zone,34629,37412,0.9256121031
CaseKI67_0067,mantle,10047,82939,0.1211372213
CaseKI67_0068,germinal_center,33214,40063,0.8290442553
CaseKI67_0068,light_zone,9599,13172,0.7287427877
CaseKI67_0068,dark_zone,13386,14402,0.9294542425
CaseKI67_0068,mantle,6444,51626,0.1248208267
CaseKI67_0069,germinal_center,40663,51688,0.7867009751
CaseKI67_0069,light_zone,17766,24736,0.7182244502
CaseKI67_0069,dark_zone,13059,14394,0.9072530221
CaseKI67_0069,mantle,8344,70181,0.1188925778
CaseKI67_0070,germinal_center,14303,17446,0.8198440903
CaseKI67_0070,light_zone,3559,4814,0.7393020357
CaseKI67_0070,dark_zone,6083,6598,0.9219460443
CaseKI67_0070,mantle,3207,19242,0.1666666667
CaseKI67_0071,germinal_center,22827,29500,0.7737966102
CaseKI67_0071,light_zone,9577,13460,0.7115156018
CaseKI67_0071,dark_zone,8919,10191,0.8751839859
CaseKI67_0071,mantle,5986,42982,0.1392676004
CaseKI67_0072,germinal_center,116610,138135,0.8441741774
CaseKI67_0072,light_zone,44915,57864,0.7762166459
CaseKI67_0072,dark_zone,53970,58422,0.9237958303
CaseKI67_0072,mantle,7553,58232,0.1297053167
CaseKI67_0073,germinal_center,3067,3326,0.9221286831
CaseKI67_0073,light_zone,556,662,0.8398791541
CaseKI67_0073,dark_zone,2007,2073,0.9681620839
CaseKI67_0073,mantle,1287,6216,0.2070463320
CaseKI67_0074,germinal_center,2538,2730,0.9296703297
CaseKI67_0074,light_zone,532,618,0.8608414239
CaseKI67_0074,dark_zone,1551,1597,0.9711959925
CaseKI67_0074,mantle,577,4166,0.1385021603
CaseKI67_0075,germinal_center,4413,4777,0.9238015491
CaseKI67_0075,light_zone,944,1085,0.8700460829
CaseKI67_0075,dark_zone,3075,3190,0.9639498433
CaseKI67_0075,mantle,122,671,0.1818181818
CaseKI67_0077,germinal_center,15895,21871,0.7267614650
CaseKI67_0077,light_zone,8012,11488,0.6974233983
CaseKI67_0077,dark_zone,3273,3733,0.8767747120
CaseKI67_0077,mantle,7153,58265,0.1227666695
CaseKI67_0078,germinal_center,120324,146958,0.8187645450
CaseKI67_0078,light_zone,49432,66493,0.7434166002
CaseKI67_0078,dark_zone,46777,51505,0.9082030871
CaseKI67_0078,mantle,10032,85802,0.1169203515
CaseKI67_0079,germinal_center,20183,26759,0.7542509062
CaseKI67_0079,light_zone,7436,11366,0.6542319198
CaseKI67_0079,dark_zone,7983,8903,0.8966640458
CaseKI67_0079,mantle,3465,27757,0.1248333754
CaseKI67_0080,germinal_center,52867,64710,0.8169834647
CaseKI67_0080,light_zone,18155,24686,0.7354370898
CaseKI67_0080,dark_zone,24458,26489,0.9233266639
CaseKI67_0080,mantle,6572,58829,0.1117136106
CaseKI67_0083,germinal_center,35475,42539,0.8339406192
CaseKI67_0083,light_zone,9888,14018,0.7053787987
CaseKI67_0083,dark_zone,17903,18999,0.9423127533
CaseKI67_0083,mantle,7062,66190,0.1066928539
CaseKI67_0084,germinal_center,12455,14460,0.8613416321
CaseKI67_0084,light_zone,5211,6444,0.8086592179
CaseKI67_0084,dark_zone,5284,5665,0.9327449250
CaseKI67_0084,mantle,2325,14218,0.1635251090
CaseKI67_0085,germinal_center,18499,24243,0.7630656272
CaseKI67_0085,light_zone,7599,11116,0.6836092119
CaseKI67_0085,dark_zone,4130,4743,0.8707569049
CaseKI67_0085,mantle,3259,31494,0.1034800279
CaseKI67_0086,germinal_center,14443,20667,0.6988435670
CaseKI67_0086,light_zone,6689,10378,0.6445365196
CaseKI67_0086,dark_zone,4335,5163,0.8396281232
CaseKI67_0086,mantle,3506,32183,0.1089395022
CaseKI67_0087,germinal_center,18239,24095,0.7569620253
CaseKI67_0087,light_zone,7614,10203,0.7462511026
CaseKI67_0087,dark_zone,3479,3699,0.9405244661
CaseKI67_0087,mantle,3245,27303,0.1188514083
CaseKI67_0088,germinal_center,14617,18428,0.7931951378
CaseKI67_0088,light_zone,7963,10721,0.7427478780
CaseKI67_0088,dark_zone,3757,3950,0.9511392405
CaseKI67_0088,mantle,2374,23638,0.1004315086
CaseKI67_0089,germinal_center,85760,100093,0.8568031730
CaseKI67_0089,light_zone,21222,28186,0.7529269850
CaseKI67_0089,dark_zone,56584,61535,0.9195417242
CaseKI67_0089,mantle,7568,59294,0.1276351739
CaseKI67_0090,germinal_center,5443,7252,0.7505515720
CaseKI67_0090,light_zone,1245,1938,0.6424148607
CaseKI67_0090,dark_zone,2473,2837,0.8716954529
CaseKI67_0090,mantle,1142,11617,0.0983042093
CaseKI67J_0002,germinal_center,9673,13744,0.7037980210
CaseKI67J_0002,light_zone,4452,7117,0.6255444710
CaseKI67J_0002,dark_zone,3744,4278,0.8751753156
CaseKI67J_0002,mantle,1838,27769,0.0661889157
CaseKI67J_0003,germinal_center,0,0,0
CaseKI67J_0003,light_zone,0,0,0
CaseKI67J_0003,dark_zone,0,0,0
CaseKI67J_0003,mantle,15,2484,0.0060386473
CaseKI67J_0006,germinal_center,1392,2024,0.6877470356
CaseKI67J_0006,light_zone,753,1129,0.6669619132
CaseKI67J_0006,dark_zone,413,442,0.9343891403
CaseKI67J_0006,mantle,847,25276,0.0335100491
CaseKI67J_0008,germinal_center,0,0,0
CaseKI67J_0008,light_zone,0,0,0
CaseKI67J_0008,dark_zone,0,0,0
CaseKI67J_0008,mantle,0,0,0
CaseKI67J_0010,germinal_center,3734,5106,0.7312965139
CaseKI67J_0010,light_zone,1191,1933,0.6161407139
CaseKI67J_0010,dark_zone,2009,2333,0.8611230176
CaseKI67J_0010,mantle,901,13960,0.0645415473
CaseKI67J_0011,germinal_center,141488,187663,0.7539472352
CaseKI67J_0011,light_zone,52648,82950,0.6346955998
CaseKI67J_0011,dark_zone,57615,64254,0.8966756933
CaseKI67J_0011,mantle,8693,98540,0.0882179825
CaseKI67J_0016,germinal_center,60448,79086,0.7643324988
CaseKI67J_0016,light_zone,19751,30190,0.6542232527
CaseKI67J_0016,dark_zone,31594,35795,0.8826372398
CaseKI67J_0016,mantle,9189,87967,0.1044596269
CaseKI67J_0018,germinal_center,7263,8067,0.9003346969
CaseKI67J_0018,light_zone,1633,1932,0.8452380952
CaseKI67J_0018,dark_zone,3064,3228,0.9491945477
CaseKI67J_0018,mantle,655,11991,0.0546243016
CaseKI67J_0019,germinal_center,6822,7723,0.8833354914
CaseKI67J_0019,light_zone,2254,2722,0.8280675974
CaseKI67J_0019,dark_zone,3704,3883,0.9539016225
