Image,Parent,DAB: Mean
CaseKI67_0084.ndpi,Annotation (mantle),0.0455
CaseKI67_0084.ndpi,Annotation (mantle),0.0853
CaseKI67_0084.ndpi,Annotation (mantle),0.0628
CaseKI67_0084.ndpi,Annotation (mantle),0.0811
CaseKI67_0084.ndpi,Annotation (mantle),0.0748
CaseKI67_0084.ndpi,Annotation (mantle),0.144
CaseKI67_0084.ndpi,Annotation (mantle),1.4252
CaseKI67_0084.ndpi,Annotation (mantle),0.0741
CaseKI67_0084.ndpi,Annotation (mantle),0.0748
CaseKI67_0084.ndpi,Annotation (mantle),0.0664
CaseKI67_0084.ndpi,Annotation (mantle),0.0646
CaseKI67_0084.ndpi,Annotation (mantle),0.077
CaseKI67_0084.ndpi,Annotation (mantle),0.0782
CaseKI67_0084.ndpi,Annotation (mantle),0.0778
CaseKI67_0084.ndpi,Annotation (mantle),0.0623
CaseKI67_0084.ndpi,Annotation (mantle),0.0792
CaseKI67_0084.ndpi,Annotation (mantle),0.063
CaseKI67_0084.ndpi,Annotation (mantle),0.0671
CaseKI67_0084.ndpi,Annotation (mantle),0.0798
CaseKI67_0084.ndpi,Annotation (mantle),0.0776
CaseKI67_0084.ndpi,Annotation (mantle),0.0707
CaseKI67_0084.ndpi,Annotation (mantle),0.0627
CaseKI67_0084.ndpi,Annotation (mantle),0.0601
CaseKI67_0084.ndpi,Annotation (mantle),0.056
CaseKI67_0084.ndpi,Annotation (mantle),0.0539
CaseKI67_0084.ndpi,Annotation (mantle),0.0537
CaseKI67_0084.ndpi,Annotation (mantle),0.0656
CaseKI67_0084.ndpi,Annotation (mantle),0.0879
CaseKI67_0084.ndpi,Annotation (mantle),0.0677
CaseKI67_0084.ndpi,Annotation (mantle),0.0533
CaseKI67_0084.ndpi,Annotation (mantle),0.0677
CaseKI67_0084.ndpi,Annotation (mantle),0.0747
CaseKI67_0084.ndpi,Annotation (mantle),0.0598
CaseKI67_0084.ndpi,Annotation (mantle),0.9473
CaseKI67_0084.ndpi,Annotation (mantle),0.0619
CaseKI67_0084.ndpi,Annotation (mantle),0.0591
CaseKI67_0084.ndpi,Annotation (mantle),0.0691
CaseKI67_0084.ndpi,Annotation (mantle),0.0742
CaseKI67_0084.ndpi,Annotation (mantle),0.0649
CaseKI67_0084.ndpi,Annotation (mantle),0.0596
CaseKI67_0084.ndpi,Annotation (mantle),0.0553
CaseKI67_0084.ndpi,Annotation (mantle),0.0618
CaseKI67_0084.ndpi,Annotation (mantle),0.0963
CaseKI67_0084.ndpi,Annotation (mantle),0.0579
CaseKI67_0084.ndpi,Annotation (mantle),0.0549
CaseKI67_0084.ndpi,Annotation (mantle),0.074
CaseKI67_0084.ndpi,Annotation (mantle),0.0695
CaseKI67_0084.ndpi,Annotation (mantle),0.06
CaseKI67_0084.ndpi,Annotation (mantle),0.057
CaseKI67_0084.ndpi,Annotation (mantle),0.055
CaseKI67_0084.ndpi,Annotation (mantle),0.0429
CaseKI67_0084.ndpi,Annotation (mantle),0.0696
